DATE,COMMUNITY CODE,,ANIMAL,LICENSE VOLUME
02/01/2019,SPR,Spruce Cliff,DOGS,255
02/01/2019,STA,St. Andrews Heights,CATS,34
02/01/2019,STA,St. Andrews Heights,DOGS,102
02/01/2019,STD,Starfield,CATS,0
02/01/2019,STD,Starfield,DOGS,0
02/01/2019,ST1,Stoney 1,CATS,0
02/01/2019,ST1,Stoney 1,DOGS,0
02/01/2019,ST2,Stoney 2,CATS,0
02/01/2019,ST2,Stoney 2,DOGS,0
02/01/2019,ST3,Stoney 3,CATS,0
02/01/2019,ST3,Stoney 3,DOGS,0
02/01/2019,ST4,Stoney 4,CATS,0
02/01/2019,ST4,Stoney 4,DOGS,0
02/01/2019,STR,Strathcona Park,CATS,179
02/01/2019,STR,Strathcona Park,DOGS,638
02/01/2019,SNA,Sunalta,CATS,123
02/01/2019,SNA,Sunalta,DOGS,148
02/01/2019,SDC,Sundance,CATS,375
02/01/2019,SDC,Sundance,DOGS,1101
02/01/2019,SSD,Sunnyside,CATS,173
02/01/2019,SSD,Sunnyside,DOGS,235
02/01/2019,SUN,Sunridge,CATS,2
02/01/2019,SUN,Sunridge,DOGS,3
02/01/2019,TAR,Taradale,CATS,145
02/01/2019,TAR,Taradale,DOGS,381
02/01/2019,TEM,Temple,CATS,268
02/01/2019,TEM,Temple,DOGS,804
02/01/2019,THO,Thorncliffe,CATS,330
02/01/2019,THO,Thorncliffe,DOGS,745
02/01/2019,TUS,Tuscany,CATS,577
02/01/2019,TUS,Tuscany,DOGS,1863
02/01/2019,TUX,Tuxedo Park,CATS,163
02/01/2019,TUX,Tuxedo Park,DOGS,389
02/01/2019,UNI,University Heights,CATS,89
02/01/2019,UNI,University Heights,DOGS,136
02/01/2019,UOC,University Of Calgary,CATS,0
02/01/2019,UOC,University Of Calgary,DOGS,0
02/01/2019,UMR,Upper Mount Royal,CATS,98
02/01/2019,UMR,Upper Mount Royal,DOGS,288
02/01/2019,VAL,Valley Ridge,CATS,157
02/01/2019,VAL,Valley Ridge,DOGS,597
02/01/2019,VAF,Valleyfield,CATS,0
02/01/2019,VAF,Valleyfield,DOGS,2
02/01/2019,VAR,Varsity,CATS,349
02/01/2019,VAR,Varsity,DOGS,770
02/01/2019,VIS,Vista Heights,CATS,65
02/01/2019,VIS,Vista Heights,DOGS,134
02/01/2019,WAL,Walden,CATS,122
02/01/2019,WAL,Walden,DOGS,411
02/01/2019,WHL,West Hillhurst,CATS,183
02/01/2019,WHL,West Hillhurst,DOGS,551
02/01/2019,WSP,West Springs,CATS,180
02/01/2019,WSP,West Springs,DOGS,764
02/01/2019,WGT,Westgate,CATS,126
02/01/2019,WGT,Westgate,DOGS,267
02/01/2019,WES,Westwinds,CATS,0
02/01/2019,WES,Westwinds,DOGS,0
02/01/2019,WHI,Whitehorn,CATS,241
02/01/2019,WHI,Whitehorn,DOGS,508
02/01/2019,WLD,Wildwood,CATS,116
02/01/2019,WLD,Wildwood,DOGS,346
02/01/2019,WIL,Willow Park,CATS,192
02/01/2019,WIL,Willow Park,DOGS,465
02/01/2019,WND,Windsor Park,CATS,123
02/01/2019,WND,Windsor Park,DOGS,210
02/01/2019,WIN,Winston Heights/Mountview,CATS,147
02/01/2019,WIN,Winston Heights/Mountview,DOGS,309
02/01/2019,WBN,Woodbine,CATS,393
02/01/2019,WBN,Woodbine,DOGS,960
02/01/2019,WOO,Woodlands,CATS,234
02/01/2019,WOO,Woodlands,DOGS,528
03/01/2019,ABB,Abbeydale,CATS,221
03/01/2019,ABB,Abbeydale,DOGS,510
03/01/2019,ACA,Acadia,CATS,471
03/01/2019,ACA,Acadia,DOGS,855
03/01/2019,ALB,Albert Park/Radisson Heights,CATS,204
03/01/2019,ALB,Albert Park/Radisson Heights,DOGS,312
03/01/2019,ALT,Altadore,CATS,190
03/01/2019,ALT,Altadore,DOGS,790
03/01/2019,AYB,Alyth/Bonnybrook,CATS,11
03/01/2019,AYB,Alyth/Bonnybrook,DOGS,2
03/01/2019,APP,Applewood Park,CATS,132
03/01/2019,APP,Applewood Park,DOGS,297
03/01/2019,ARB,Arbour Lake,CATS,289
03/01/2019,ARB,Arbour Lake,DOGS,712
03/01/2019,ASP,Aspen Woods,CATS,98
03/01/2019,ASP,Aspen Woods,DOGS,543
03/01/2019,AUB,Auburn Bay,CATS,381
03/01/2019,AUB,Auburn Bay,DOGS,1430
03/01/2019,ABP,Aurora Business Park,CATS,0
03/01/2019,ABP,Aurora Business Park,DOGS,0
03/01/2019,BNF,Banff Trail,CATS,93
03/01/2019,BNF,Banff Trail,DOGS,225
03/01/2019,BNK,Bankview,CATS,200
03/01/2019,BNK,Bankview,DOGS,321
03/01/2019,BYV,Bayview,CATS,13
03/01/2019,BYV,Bayview,DOGS,77
03/01/2019,BED,Beddington Heights,CATS,403
03/01/2019,BED,Beddington Heights,DOGS,1053
03/01/2019,BEL,Bel-Aire,CATS,4
03/01/2019,BEL,Bel-Aire,DOGS,55
03/01/2019,BLN,Beltline,CATS,592
03/01/2019,BLN,Beltline,DOGS,956
03/01/2019,BDO,Bonavista Downs,CATS,47
03/01/2019,BDO,Bonavista Downs,DOGS,148
03/01/2019,BOW,Bowness,CATS,547
03/01/2019,BOW,Bowness,DOGS,1273
03/01/2019,BRA,Braeside,CATS,287
03/01/2019,BRA,Braeside,DOGS,618
03/01/2019,BRE,Brentwood,CATS,359
03/01/2019,BRE,Brentwood,DOGS,814
03/01/2019,BRD,Bridgeland/Riverside,CATS,186
03/01/2019,BRD,Bridgeland/Riverside,DOGS,407
03/01/2019,BRI,Bridlewood,CATS,287
03/01/2019,BRI,Bridlewood,DOGS,785
03/01/2019,BRT,Britannia,CATS,15
03/01/2019,BRT,Britannia,DOGS,110
03/01/2019,BUR,Burns Industrial,CATS,0
03/01/2019,BUR,Burns Industrial,DOGS,2
03/01/2019,CIA,Calgary International Airport,CATS,0
03/01/2019,CIA,Calgary International Airport,DOGS,0
03/01/2019,CAM,Cambrian Heights,CATS,70
03/01/2019,CAM,Cambrian Heights,DOGS,223
03/01/2019,CAN,Canyon Meadows,CATS,352
03/01/2019,CAN,Canyon Meadows,DOGS,804
03/01/2019,CAP,Capitol Hill,CATS,137
03/01/2019,CAP,Capitol Hill,DOGS,272
03/01/2019,CAS,Castleridge,CATS,107
03/01/2019,CAS,Castleridge,DOGS,295
03/01/2019,CED,Cedarbrae,CATS,309
03/01/2019,CED,Cedarbrae,DOGS,612
03/01/2019,CHA,Chaparral,CATS,349
03/01/2019,CHA,Chaparral,DOGS,1403
03/01/2019,CHW,Charleswood,CATS,142
03/01/2019,CHW,Charleswood,DOGS,334
03/01/2019,CHN,Chinatown,CATS,5
03/01/2019,CHN,Chinatown,DOGS,21
03/01/2019,CHK,Chinook Park,CATS,41
03/01/2019,CHK,Chinook Park,DOGS,162
03/01/2019,CHR,Christie Park,CATS,34
03/01/2019,CHR,Christie Park,DOGS,154
03/01/2019,CIT,Citadel,CATS,257
03/01/2019,CIT,Citadel,DOGS,843
03/01/2019,CLI,Cliff Bungalow,CATS,54
03/01/2019,CLI,Cliff Bungalow,DOGS,87
03/01/2019,COA,Coach Hill,CATS,144
03/01/2019,COA,Coach Hill,DOGS,299
03/01/2019,COL,Collingwood,CATS,61
03/01/2019,COL,Collingwood,DOGS,249
03/01/2019,CPF,Copperfield,CATS,469
03/01/2019,CPF,Copperfield,DOGS,1202
03/01/2019,COR,Coral Springs,CATS,48
03/01/2019,COR,Coral Springs,DOGS,203
03/01/2019,CGR,Cougar Ridge,CATS,160
03/01/2019,CGR,Cougar Ridge,DOGS,523
03/01/2019,CHV,Country Hills Village,CATS,66
03/01/2019,CHV,Country Hills Village,DOGS,88
03/01/2019,COU,Country Hills,CATS,90
03/01/2019,COU,Country Hills,DOGS,219
03/01/2019,COV,Coventry Hills,CATS,491
03/01/2019,COV,Coventry Hills,DOGS,1419
03/01/2019,CRA,Cranston,CATS,516
03/01/2019,CRA,Cranston,DOGS,1802
03/01/2019,CRE,Crescent Heights,CATS,218
03/01/2019,CRE,Crescent Heights,DOGS,395
03/01/2019,CRM,Crestmont,CATS,28
03/01/2019,CRM,Crestmont,DOGS,148
03/01/2019,CUR,Currie Barracks,CATS,24
03/01/2019,CUR,Currie Barracks,DOGS,74
03/01/2019,DAL,Dalhousie,CATS,251
03/01/2019,DAL,Dalhousie,DOGS,599
03/01/2019,DRG,Deer Ridge,CATS,230
03/01/2019,DRG,Deer Ridge,DOGS,517
03/01/2019,DRN,Deer Run,CATS,266
03/01/2019,DRN,Deer Run,DOGS,648
03/01/2019,DBC,Deerfoot Business Centre,CATS,0
03/01/2019,DBC,Deerfoot Business Centre,DOGS,21
03/01/2019,DIA,Diamond Cove,CATS,19
03/01/2019,DIA,Diamond Cove,DOGS,79
03/01/2019,DIS,Discovery Ridge,CATS,116
03/01/2019,DIS,Discovery Ridge,DOGS,380
03/01/2019,DDG,Douglasdale/Glen,CATS,444
03/01/2019,DDG,Douglasdale/Glen,DOGS,1375
03/01/2019,DOV,Dover,CATS,463
03/01/2019,DOV,Dover,DOGS,972
03/01/2019,DNC,Downtown Commercial Core,CATS,127
03/01/2019,DNC,Downtown Commercial Core,DOGS,92
03/01/2019,DNE,Downtown East Village,CATS,56
03/01/2019,DNE,Downtown East Village,DOGS,92
03/01/2019,DNW,Downtown West End,CATS,38
03/01/2019,DNW,Downtown West End,DOGS,48
03/01/2019,EAG,Eagle Ridge,CATS,8
03/01/2019,EAG,Eagle Ridge,DOGS,32
03/01/2019,EFV,East Fairview Industrial,CATS,0
03/01/2019,EFV,East Fairview Industrial,DOGS,0
03/01/2019,ESH,East Shepard Industrial,CATS,2
03/01/2019,ESH,East Shepard Industrial,DOGS,22
03/01/2019,EFI,Eastfield,CATS,1
03/01/2019,EFI,Eastfield,DOGS,1
03/01/2019,EAU,Eau Claire,CATS,29
03/01/2019,EAU,Eau Claire,DOGS,32
03/01/2019,EDG,Edgemont,CATS,297
03/01/2019,EDG,Edgemont,DOGS,981
03/01/2019,EPK,Elbow Park,CATS,79
03/01/2019,EPK,Elbow Park,DOGS,394
03/01/2019,EYA,Elboya,CATS,44
03/01/2019,EYA,Elboya,DOGS,182
03/01/2019,ERI,Erin Woods,CATS,265
03/01/2019,ERI,Erin Woods,DOGS,567
03/01/2019,ERL,Erlton,CATS,50
03/01/2019,ERL,Erlton,DOGS,93
03/01/2019,EVN,Evanston,CATS,270
03/01/2019,EVN,Evanston,DOGS,1075
03/01/2019,EVE,Evergreen,CATS,505
03/01/2019,EVE,Evergreen,DOGS,1359
03/01/2019,FVI,Fairview Industrial,CATS,0
03/01/2019,FVI,Fairview Industrial,DOGS,3
03/01/2019,FAI,Fairview,CATS,157
03/01/2019,FAI,Fairview,DOGS,402
03/01/2019,FAL,Falconridge,CATS,277
03/01/2019,FAL,Falconridge,DOGS,596
03/01/2019,FHI,Foothills,CATS,0
03/01/2019,FHI,Foothills,DOGS,112
03/01/2019,FHT,Forest Heights,CATS,138
03/01/2019,FHT,Forest Heights,DOGS,371
03/01/2019,FLI,Forest Lawn Industrial,CATS,3
03/01/2019,FLI,Forest Lawn Industrial,DOGS,14
03/01/2019,FLN,Forest Lawn,CATS,256
03/01/2019,FLN,Forest Lawn,DOGS,508
03/01/2019,GAW,Garrison Woods,CATS,53
03/01/2019,GAW,Garrison Woods,DOGS,219
03/01/2019,GLA,Glamorgan,CATS,303
03/01/2019,GLA,Glamorgan,DOGS,525
03/01/2019,GBK,Glenbrook,CATS,259
03/01/2019,GBK,Glenbrook,DOGS,505
03/01/2019,GDL,Glendale,CATS,99
03/01/2019,GDL,Glendale,DOGS,274
03/01/2019,GBP,Glendeer Business Park,CATS,0
03/01/2019,GBP,Glendeer Business Park,DOGS,0
03/01/2019,GTI,Golden Triangle,CATS,0
03/01/2019,GTI,Golden Triangle,DOGS,0
03/01/2019,GPI,Great Plains,CATS,0
03/01/2019,GPI,Great Plains,DOGS,0
03/01/2019,GRI,Greenview Industrial Park,CATS,4
03/01/2019,GRI,Greenview Industrial Park,DOGS,0
03/01/2019,GRV,Greenview,CATS,99
03/01/2019,GRV,Greenview,DOGS,88
03/01/2019,GRE,Greenwood/Greenbriar,CATS,82
03/01/2019,GRE,Greenwood/Greenbriar,DOGS,139
03/01/2019,HAM,Hamptons,CATS,82
03/01/2019,HAM,Hamptons,DOGS,346
03/01/2019,HAR,Harvest Hills,CATS,217
03/01/2019,HAR,Harvest Hills,DOGS,691
03/01/2019,HAW,Hawkwood,CATS,283
03/01/2019,HAW,Hawkwood,DOGS,796
03/01/2019,HAY,Haysboro,CATS,311
03/01/2019,HAY,Haysboro,DOGS,605
03/01/2019,HID,Hidden Valley,CATS,358
03/01/2019,HID,Hidden Valley,DOGS,1058
03/01/2019,HIF,Highfield,CATS,0
03/01/2019,HIF,Highfield,DOGS,0
03/01/2019,HPK,Highland Park,CATS,134
03/01/2019,HPK,Highland Park,DOGS,257
03/01/2019,HIW,Highwood,CATS,84
03/01/2019,HIW,Highwood,DOGS,207
03/01/2019,HIL,Hillhurst,CATS,183
03/01/2019,HIL,Hillhurst,DOGS,389
03/01/2019,HOR,Horizon,CATS,0
03/01/2019,HOR,Horizon,DOGS,0
03/01/2019,HOU,Hounsfield Heights/Briar Hill,CATS,0
03/01/2019,HOU,Hounsfield Heights/Briar Hill,DOGS,158
03/01/2019,HUN,Huntington Hills,CATS,540
03/01/2019,HUN,Huntington Hills,DOGS,1118
03/01/2019,ING,Inglewood,CATS,244
03/01/2019,ING,Inglewood,DOGS,554
03/01/2019,KEL,Kelvin Grove,CATS,70
03/01/2019,KEL,Kelvin Grove,DOGS,123
03/01/2019,KIL,Killarney/Glengarry,CATS,245
03/01/2019,KIL,Killarney/Glengarry,DOGS,609
03/01/2019,KCA,Kincora,CATS,104
03/01/2019,KCA,Kincora,DOGS,342
03/01/2019,KIN,Kingsland,CATS,150
03/01/2019,KIN,Kingsland,DOGS,235
03/01/2019,LKB,Lake Bonavista,CATS,319
03/01/2019,LKB,Lake Bonavista,DOGS,1086
03/01/2019,LKV,Lakeview,CATS,236
03/01/2019,LKV,Lakeview,DOGS,603
03/01/2019,LEG,Legacy,CATS,124
03/01/2019,LEG,Legacy,DOGS,405
03/01/2019,LPK,Lincoln Park,CATS,51
03/01/2019,LPK,Lincoln Park,DOGS,66
03/01/2019,LMR,Lower Mount Royal,CATS,103
03/01/2019,LMR,Lower Mount Royal,DOGS,146
03/01/2019,MAC,Macewan Glen,CATS,184
03/01/2019,MAC,Macewan Glen,DOGS,501
03/01/2019,MAH,Mahogany,CATS,226
03/01/2019,MAH,Mahogany,DOGS,837
03/01/2019,MNI,Manchester Industrial,CATS,2
03/01/2019,MNI,Manchester Industrial,DOGS,18
03/01/2019,MAN,Manchester,CATS,23
03/01/2019,MAN,Manchester,DOGS,13
03/01/2019,MPL,Maple Ridge,CATS,98
03/01/2019,MPL,Maple Ridge,DOGS,254
03/01/2019,MPK,Marlborough Park,CATS,269
03/01/2019,MPK,Marlborough Park,DOGS,589
03/01/2019,MRL,Marlborough,CATS,231
03/01/2019,MRL,Marlborough,DOGS,477
03/01/2019,MRT,Martindale,CATS,227
03/01/2019,MRT,Martindale,DOGS,469
03/01/2019,MAF,Mayfair,CATS,14
03/01/2019,MAF,Mayfair,DOGS,61
03/01/2019,MAL,Mayland Heights,CATS,191
03/01/2019,MAL,Mayland Heights,DOGS,471
03/01/2019,MLI,Mayland,CATS,1
03/01/2019,MLI,Mayland,DOGS,0
03/01/2019,MCI,Mccall,CATS,1
03/01/2019,MCI,Mccall,DOGS,1
03/01/2019,MCK,Mckenzie Lake,CATS,511
03/01/2019,MCK,Mckenzie Lake,DOGS,1514
03/01/2019,MCT,Mckenzie Towne,CATS,682
03/01/2019,MCT,Mckenzie Towne,DOGS,1805
03/01/2019,MEA,Meadowlark Park,CATS,23
03/01/2019,MEA,Meadowlark Park,DOGS,72
03/01/2019,MER,Meridian,CATS,2
03/01/2019,MER,Meridian,DOGS,3
03/01/2019,MID,Midnapore,CATS,299
03/01/2019,MID,Midnapore,DOGS,652
03/01/2019,MLR,Millrise,CATS,211
03/01/2019,MLR,Millrise,DOGS,475
03/01/2019,MIS,Mission,CATS,134
03/01/2019,MIS,Mission,DOGS,193
03/01/2019,MOR,Monterey Park,CATS,154
03/01/2019,MOR,Monterey Park,DOGS,386
03/01/2019,MON,Montgomery,CATS,159
03/01/2019,MON,Montgomery,DOGS,380
03/01/2019,MOP,Mount Pleasant,CATS,236
03/01/2019,MOP,Mount Pleasant,DOGS,489
03/01/2019,NEB,New Brighton,CATS,328
03/01/2019,NEB,New Brighton,DOGS,1071
03/01/2019,NOL,Nolan Hill,CATS,93
03/01/2019,NOL,Nolan Hill,DOGS,302
03/01/2019,NAW,North Airways,CATS,0
03/01/2019,NAW,North Airways,DOGS,0
03/01/2019,NGM,North Glenmore Park,CATS,85
03/01/2019,NGM,North Glenmore Park,DOGS,260
03/01/2019,NHU,North Haven Upper,CATS,23
03/01/2019,NHU,North Haven Upper,DOGS,92
03/01/2019,NHV,North Haven,CATS,80
03/01/2019,NHV,North Haven,DOGS,207
03/01/2019,OAK,Oakridge,CATS,248
03/01/2019,OAK,Oakridge,DOGS,585
03/01/2019,OSH,Ogden Shops,CATS,0
03/01/2019,OSH,Ogden Shops,DOGS,0
03/01/2019,OGD,Ogden,CATS,476
03/01/2019,OGD,Ogden,DOGS,1039
03/01/2019,PAL,Palliser,CATS,155
03/01/2019,PAL,Palliser,DOGS,253
03/01/2019,PAN,Panorama Hills,CATS,339
03/01/2019,PAN,Panorama Hills,DOGS,1130
03/01/2019,PKD,Parkdale,CATS,64
03/01/2019,PKD,Parkdale,DOGS,190
03/01/2019,PKH,Parkhill,CATS,41
03/01/2019,PKH,Parkhill,DOGS,165
03/01/2019,PKL,Parkland,CATS,135
03/01/2019,PKL,Parkland,DOGS,452
03/01/2019,PAT,Patterson,CATS,130
03/01/2019,PAT,Patterson,DOGS,303
03/01/2019,PEG,Pegasus,CATS,0
03/01/2019,PEG,Pegasus,DOGS,0
03/01/2019,PEN,Penbrooke Meadows,CATS,236
03/01/2019,PEN,Penbrooke Meadows,DOGS,569
03/01/2019,PIN,Pineridge,CATS,339
03/01/2019,PIN,Pineridge,DOGS,601
03/01/2019,POI,Point Mckay,CATS,60
03/01/2019,POI,Point Mckay,DOGS,120
03/01/2019,PUM,Pump Hill,CATS,23
03/01/2019,PUM,Pump Hill,DOGS,112
03/01/2019,QPK,Queens Park Village,CATS,15
03/01/2019,QPK,Queens Park Village,DOGS,15
03/01/2019,QLD,Queensland,CATS,223
03/01/2019,QLD,Queensland,DOGS,558
03/01/2019,RAM,Ramsay,CATS,132
03/01/2019,RAM,Ramsay,DOGS,212
03/01/2019,RAN,Ranchlands,CATS,362
03/01/2019,RAN,Ranchlands,DOGS,681
03/01/2019,RED,Red Carpet,CATS,91
03/01/2019,RED,Red Carpet,DOGS,115
03/01/2019,REN,Renfrew,CATS,290
03/01/2019,REN,Renfrew,DOGS,560
03/01/2019,RIC,Richmond,CATS,165
03/01/2019,RIC,Richmond,DOGS,445
03/01/2019,RID,Rideau Park,CATS,14
03/01/2019,RID,Rideau Park,DOGS,55
03/01/2019,RIV,Riverbend,CATS,401
03/01/2019,RIV,Riverbend,DOGS,1155
03/01/2019,ROC,Rocky Ridge,CATS,223
03/01/2019,ROC,Rocky Ridge,DOGS,633
03/01/2019,RDL,Rosedale,CATS,51
03/01/2019,RDL,Rosedale,DOGS,149
03/01/2019,RMT,Rosemont,CATS,47
03/01/2019,RMT,Rosemont,DOGS,94
03/01/2019,RCK,Rosscarrock,CATS,77
03/01/2019,RCK,Rosscarrock,DOGS,187
03/01/2019,ROX,Roxboro,CATS,13
03/01/2019,ROX,Roxboro,DOGS,48
03/01/2019,ROY,Royal Oak,CATS,294
03/01/2019,ROY,Royal Oak,DOGS,774
03/01/2019,RYV,Royal Vista,CATS,0
03/01/2019,RYV,Royal Vista,DOGS,0
03/01/2019,RUN,Rundle,CATS,229
03/01/2019,RUN,Rundle,DOGS,469
03/01/2019,RUT,Rutland Park,CATS,111
03/01/2019,RUT,Rutland Park,DOGS,199
03/01/2019,SRI,Saddle Ridge Industrial,CATS,0
03/01/2019,SRI,Saddle Ridge Industrial,DOGS,2
03/01/2019,SAD,Saddle Ridge,CATS,87
03/01/2019,SAD,Saddle Ridge,DOGS,314
03/01/2019,SGH,Sage Hill,CATS,143
03/01/2019,SGH,Sage Hill,DOGS,514
03/01/2019,SAN,Sandstone Valley,CATS,125
03/01/2019,SAN,Sandstone Valley,DOGS,413
03/01/2019,SCA,Scarboro,CATS,33
03/01/2019,SCA,Scarboro,DOGS,98
03/01/2019,SSW,Scarboro/ Sunalta West,CATS,11
03/01/2019,SSW,Scarboro/ Sunalta West,DOGS,51
03/01/2019,SCE,Scenic Acres,CATS,264
03/01/2019,SCE,Scenic Acres,DOGS,820
03/01/2019,S23,Section 23,CATS,0
03/01/2019,S23,Section 23,DOGS,0
03/01/2019,SET,Seton,CATS,3
03/01/2019,SET,Seton,DOGS,19
03/01/2019,SHG,Shaganappi,CATS,44
03/01/2019,SHG,Shaganappi,DOGS,124
03/01/2019,SHS,Shawnee Slopes,CATS,35
03/01/2019,SHS,Shawnee Slopes,DOGS,122
03/01/2019,SHN,Shawnessy,CATS,351
03/01/2019,SHN,Shawnessy,DOGS,804
03/01/2019,SHI,Shepard Industrial,CATS,21
03/01/2019,SHI,Shepard Industrial,DOGS,25
03/01/2019,SHW,Sherwood,CATS,67
03/01/2019,SHW,Sherwood,DOGS,189
03/01/2019,SIG,Signal Hill,CATS,324
03/01/2019,SIG,Signal Hill,DOGS,943
03/01/2019,SIL,Silver Springs,CATS,345
03/01/2019,SIL,Silver Springs,DOGS,939
03/01/2019,SVO,Silverado,CATS,177
03/01/2019,SVO,Silverado,DOGS,526
03/01/2019,SKE,Skyline East,CATS,0
03/01/2019,SKE,Skyline East,DOGS,0
03/01/2019,SKW,Skyline West,CATS,0
03/01/2019,SKW,Skyline West,DOGS,0
03/01/2019,SKR,Skyview Ranch,CATS,150
03/01/2019,SKR,Skyview Ranch,DOGS,381
03/01/2019,SOM,Somerset,CATS,256
03/01/2019,SOM,Somerset,DOGS,612
03/01/2019,SAW,South Airways,CATS,0
03/01/2019,SAW,South Airways,DOGS,0
03/01/2019,SOC,South Calgary,CATS,109
03/01/2019,SOC,South Calgary,DOGS,362
03/01/2019,SFH,South Foothills,CATS,0
03/01/2019,SFH,South Foothills,DOGS,3
03/01/2019,SOV,Southview,CATS,93
03/01/2019,SOV,Southview,DOGS,193
03/01/2019,SOW,Southwood,CATS,251
03/01/2019,SOW,Southwood,DOGS,537
03/01/2019,SPH,Springbank Hill,CATS,184
03/01/2019,SPH,Springbank Hill,DOGS,676
03/01/2019,SPR,Spruce Cliff,CATS,161
03/01/2019,SPR,Spruce Cliff,DOGS,251
03/01/2019,STA,St. Andrews Heights,CATS,34
03/01/2019,STA,St. Andrews Heights,DOGS,102
03/01/2019,STD,Starfield,CATS,0
03/01/2019,STD,Starfield,DOGS,0
03/01/2019,ST1,Stoney 1,CATS,0
03/01/2019,ST1,Stoney 1,DOGS,0
03/01/2019,ST2,Stoney 2,CATS,0
03/01/2019,ST2,Stoney 2,DOGS,0
03/01/2019,ST3,Stoney 3,CATS,0
03/01/2019,ST3,Stoney 3,DOGS,0
03/01/2019,ST4,Stoney 4,CATS,0
03/01/2019,ST4,Stoney 4,DOGS,0
03/01/2019,STR,Strathcona Park,CATS,182
03/01/2019,STR,Strathcona Park,DOGS,633
03/01/2019,SNA,Sunalta,CATS,126
03/01/2019,SNA,Sunalta,DOGS,155
03/01/2019,SDC,Sundance,CATS,373
03/01/2019,SDC,Sundance,DOGS,1102
03/01/2019,SSD,Sunnyside,CATS,181
03/01/2019,SSD,Sunnyside,DOGS,234
03/01/2019,SUN,Sunridge,CATS,2
03/01/2019,SUN,Sunridge,DOGS,3
03/01/2019,TAR,Taradale,CATS,145
03/01/2019,TAR,Taradale,DOGS,386
03/01/2019,TEM,Temple,CATS,270
03/01/2019,TEM,Temple,DOGS,800
03/01/2019,THO,Thorncliffe,CATS,328
03/01/2019,THO,Thorncliffe,DOGS,735
03/01/2019,TUS,Tuscany,CATS,565
03/01/2019,TUS,Tuscany,DOGS,1854
03/01/2019,TUX,Tuxedo Park,CATS,165
03/01/2019,TUX,Tuxedo Park,DOGS,399
03/01/2019,UNI,University Heights,CATS,88
03/01/2019,UNI,University Heights,DOGS,142
03/01/2019,UOC,University Of Calgary,CATS,0
03/01/2019,UOC,University Of Calgary,DOGS,0
03/01/2019,UMR,Upper Mount Royal,CATS,96
03/01/2019,UMR,Upper Mount Royal,DOGS,291
03/01/2019,VAL,Valley Ridge,CATS,155
03/01/2019,VAL,Valley Ridge,DOGS,584
03/01/2019,VAF,Valleyfield,CATS,0
03/01/2019,VAF,Valleyfield,DOGS,2
03/01/2019,VAR,Varsity,CATS,351
03/01/2019,VAR,Varsity,DOGS,769
03/01/2019,VIS,Vista Heights,CATS,75
03/01/2019,VIS,Vista Heights,DOGS,140
03/01/2019,WAL,Walden,CATS,121
03/01/2019,WAL,Walden,DOGS,412
03/01/2019,WHL,West Hillhurst,CATS,185
03/01/2019,WHL,West Hillhurst,DOGS,559
03/01/2019,WSP,West Springs,CATS,178
03/01/2019,WSP,West Springs,DOGS,765
03/01/2019,WGT,Westgate,CATS,123
03/01/2019,WGT,Westgate,DOGS,266
03/01/2019,WES,Westwinds,CATS,0
03/01/2019,WES,Westwinds,DOGS,0
03/01/2019,WHI,Whitehorn,CATS,235
03/01/2019,WHI,Whitehorn,DOGS,503
03/01/2019,WLD,Wildwood,CATS,113
03/01/2019,WLD,Wildwood,DOGS,349
03/01/2019,WIL,Willow Park,CATS,200
03/01/2019,WIL,Willow Park,DOGS,466
03/01/2019,WND,Windsor Park,CATS,126
03/01/2019,WND,Windsor Park,DOGS,209
03/01/2019,WIN,Winston Heights/Mountview,CATS,147
03/01/2019,WIN,Winston Heights/Mountview,DOGS,309
03/01/2019,WBN,Woodbine,CATS,393
03/01/2019,WBN,Woodbine,DOGS,959
03/01/2019,WOO,Woodlands,CATS,234
03/01/2019,WOO,Woodlands,DOGS,519
04/01/2019,ABB,Abbeydale,CATS,228
04/01/2019,ABB,Abbeydale,DOGS,515
04/01/2019,ACA,Acadia,CATS,465
04/01/2019,ACA,Acadia,DOGS,856
04/01/2019,ALB,Albert Park/Radisson Heights,CATS,200
04/01/2019,ALB,Albert Park/Radisson Heights,DOGS,310
04/01/2019,ALT,Altadore,CATS,193
04/01/2019,ALT,Altadore,DOGS,786
04/01/2019,AYB,Alyth/Bonnybrook,CATS,11
04/01/2019,AYB,Alyth/Bonnybrook,DOGS,2
04/01/2019,APP,Applewood Park,CATS,133
04/01/2019,APP,Applewood Park,DOGS,297
04/01/2019,ARB,Arbour Lake,CATS,286
04/01/2019,ARB,Arbour Lake,DOGS,717
04/01/2019,ASP,Aspen Woods,CATS,96
04/01/2019,ASP,Aspen Woods,DOGS,548
04/01/2019,AUB,Auburn Bay,CATS,380
04/01/2019,AUB,Auburn Bay,DOGS,1422
04/01/2019,ABP,Aurora Business Park,CATS,0
04/01/2019,ABP,Aurora Business Park,DOGS,0
04/01/2019,BNF,Banff Trail,CATS,94
04/01/2019,BNF,Banff Trail,DOGS,229
04/01/2019,BNK,Bankview,CATS,200
04/01/2019,BNK,Bankview,DOGS,320
04/01/2019,BYV,Bayview,CATS,13
04/01/2019,BYV,Bayview,DOGS,78
04/01/2019,BED,Beddington Heights,CATS,409
04/01/2019,BED,Beddington Heights,DOGS,1069
04/01/2019,BEL,Bel-Aire,CATS,5
04/01/2019,BEL,Bel-Aire,DOGS,54
