DATE,COMMUNITY CODE,,ANIMAL,LICENSE VOLUME
08/01/2019,SRI,Saddle Ridge Industrial,DOGS,3
08/01/2019,SAD,Saddle Ridge,CATS,84
08/01/2019,SAD,Saddle Ridge,DOGS,287
08/01/2019,SGH,Sage Hill,CATS,153
08/01/2019,SGH,Sage Hill,DOGS,529
08/01/2019,SAN,Sandstone Valley,CATS,121
08/01/2019,SAN,Sandstone Valley,DOGS,405
08/01/2019,SCA,Scarboro,CATS,36
08/01/2019,SCA,Scarboro,DOGS,109
08/01/2019,SSW,Scarboro/ Sunalta West,CATS,12
08/01/2019,SSW,Scarboro/ Sunalta West,DOGS,46
08/01/2019,SCE,Scenic Acres,CATS,248
08/01/2019,SCE,Scenic Acres,DOGS,816
08/01/2019,S23,Section 23,CATS,0
08/01/2019,S23,Section 23,DOGS,0
08/01/2019,SET,Seton,CATS,12
08/01/2019,SET,Seton,DOGS,52
08/01/2019,SHG,Shaganappi,CATS,42
08/01/2019,SHG,Shaganappi,DOGS,130
08/01/2019,SHS,Shawnee Slopes,CATS,38
08/01/2019,SHS,Shawnee Slopes,DOGS,128
08/01/2019,SHN,Shawnessy,CATS,336
08/01/2019,SHN,Shawnessy,DOGS,803
08/01/2019,SHI,Shepard Industrial,CATS,22
08/01/2019,SHI,Shepard Industrial,DOGS,27
08/01/2019,SHW,Sherwood,CATS,75
08/01/2019,SHW,Sherwood,DOGS,191
08/01/2019,SIG,Signal Hill,CATS,315
08/01/2019,SIG,Signal Hill,DOGS,936
08/01/2019,SIL,Silver Springs,CATS,339
08/01/2019,SIL,Silver Springs,DOGS,908
08/01/2019,SVO,Silverado,CATS,173
08/01/2019,SVO,Silverado,DOGS,502
08/01/2019,SKE,Skyline East,CATS,0
11/01/2018,RDL,Rosedale,CATS,51
08/01/2019,SKE,Skyline East,DOGS,0
08/01/2019,SKW,Skyline West,CATS,0
08/01/2019,SKW,Skyline West,DOGS,0
08/01/2019,SKR,Skyview Ranch,CATS,161
08/01/2019,SKR,Skyview Ranch,DOGS,380
08/01/2019,SOM,Somerset,CATS,240
08/01/2019,SOM,Somerset,DOGS,603
08/01/2019,SAW,South Airways,CATS,0
08/01/2019,SAW,South Airways,DOGS,1
08/01/2019,SOC,South Calgary,CATS,118
08/01/2019,SOC,South Calgary,DOGS,370
08/01/2019,SFH,South Foothills,CATS,0
08/01/2019,SFH,South Foothills,DOGS,2
08/01/2019,SOV,Southview,CATS,79
08/01/2019,SOV,Southview,DOGS,191
08/01/2019,SOW,Southwood,CATS,240
08/01/2019,SOW,Southwood,DOGS,550
08/01/2019,SPH,Springbank Hill,CATS,176
08/01/2019,SPH,Springbank Hill,DOGS,694
08/01/2019,SPR,Spruce Cliff,CATS,154
08/01/2019,SPR,Spruce Cliff,DOGS,240
08/01/2019,STA,St. Andrews Heights,CATS,32
08/01/2019,STA,St. Andrews Heights,DOGS,104
08/01/2019,STD,Starfield,CATS,0
08/01/2019,STD,Starfield,DOGS,0
08/01/2019,ST1,Stoney 1,CATS,0
08/01/2019,ST1,Stoney 1,DOGS,0
08/01/2019,ST2,Stoney 2,CATS,0
08/01/2019,ST2,Stoney 2,DOGS,0
08/01/2019,ST3,Stoney 3,CATS,0
08/01/2019,ST3,Stoney 3,DOGS,0
08/01/2019,ST4,Stoney 4,CATS,0
08/01/2019,ST4,Stoney 4,DOGS,0
08/01/2019,STR,Strathcona Park,CATS,181
08/01/2019,STR,Strathcona Park,DOGS,610
08/01/2019,SNA,Sunalta,CATS,117
08/01/2019,SNA,Sunalta,DOGS,160
08/01/2019,SDC,Sundance,CATS,378
08/01/2019,SDC,Sundance,DOGS,1093
08/01/2019,SSD,Sunnyside,CATS,188
08/01/2019,SSD,Sunnyside,DOGS,239
08/01/2019,SUN,Sunridge,CATS,2
08/01/2019,SUN,Sunridge,DOGS,2
08/01/2019,TAR,Taradale,CATS,149
08/01/2019,TAR,Taradale,DOGS,363
08/01/2019,TEM,Temple,CATS,262
08/01/2019,TEM,Temple,DOGS,781
08/01/2019,THO,Thorncliffe,CATS,318
08/01/2019,THO,Thorncliffe,DOGS,735
08/01/2019,TUS,Tuscany,CATS,583
08/01/2019,TUS,Tuscany,DOGS,1861
08/01/2019,TUX,Tuxedo Park,CATS,161
08/01/2019,TUX,Tuxedo Park,DOGS,403
08/01/2019,UNI,University Heights,CATS,94
08/01/2019,UNI,University Heights,DOGS,150
08/01/2019,UOC,University Of Calgary,CATS,0
08/01/2019,UOC,University Of Calgary,DOGS,0
08/01/2019,UMR,Upper Mount Royal,CATS,94
08/01/2019,UMR,Upper Mount Royal,DOGS,294
08/01/2019,VAL,Valley Ridge,CATS,150
08/01/2019,VAL,Valley Ridge,DOGS,587
08/01/2019,VAF,Valleyfield,CATS,0
08/01/2019,VAF,Valleyfield,DOGS,0
08/01/2019,VAR,Varsity,CATS,354
08/01/2019,VAR,Varsity,DOGS,763
08/01/2019,VIS,Vista Heights,CATS,69
08/01/2019,VIS,Vista Heights,DOGS,132
08/01/2019,WAL,Walden,CATS,130
08/01/2019,WAL,Walden,DOGS,432
08/01/2019,WHL,West Hillhurst,CATS,178
08/01/2019,WHL,West Hillhurst,DOGS,546
08/01/2019,WSP,West Springs,CATS,196
08/01/2019,WSP,West Springs,DOGS,767
08/01/2019,WGT,Westgate,CATS,125
08/01/2019,WGT,Westgate,DOGS,259
08/01/2019,WES,Westwinds,CATS,0
08/01/2019,WES,Westwinds,DOGS,2
08/01/2019,WHI,Whitehorn,CATS,250
08/01/2019,WHI,Whitehorn,DOGS,482
08/01/2019,WLD,Wildwood,CATS,106
08/01/2019,WLD,Wildwood,DOGS,331
08/01/2019,WIL,Willow Park,CATS,193
08/01/2019,WIL,Willow Park,DOGS,462
08/01/2019,WND,Windsor Park,CATS,132
08/01/2019,WND,Windsor Park,DOGS,213
08/01/2019,WIN,Winston Heights/Mountview,CATS,157
08/01/2019,WIN,Winston Heights/Mountview,DOGS,310
08/01/2019,WBN,Woodbine,CATS,396
08/01/2019,WBN,Woodbine,DOGS,958
08/01/2019,WOO,Woodlands,CATS,229
08/01/2019,WOO,Woodlands,DOGS,515
09/01/2019,ABB,Abbeydale,CATS,221
09/01/2019,ACA,Acadia,CATS,434
09/01/2019,ACA,Acadia,DOGS,815
09/01/2019,ALB,Albert Park/Radisson Heights,CATS,181
09/01/2019,ALB,Albert Park/Radisson Heights,DOGS,331
09/01/2019,ALT,Altadore,CATS,192
09/01/2019,ALT,Altadore,DOGS,784
09/01/2019,AYB,Alyth/Bonnybrook,CATS,10
09/01/2019,AYB,Alyth/Bonnybrook,DOGS,1
09/01/2019,APP,Applewood Park,CATS,121
09/01/2019,APP,Applewood Park,DOGS,285
09/01/2019,ARB,Arbour Lake,CATS,276
09/01/2019,ARB,Arbour Lake,DOGS,684
09/01/2019,ASP,Aspen Woods,CATS,107
09/01/2019,ASP,Aspen Woods,DOGS,581
09/01/2019,AUB,Auburn Bay,CATS,381
09/01/2019,AUB,Auburn Bay,DOGS,1420
09/01/2019,ABP,Aurora Business Park,CATS,0
09/01/2019,ABP,Aurora Business Park,DOGS,0
09/01/2019,BNF,Banff Trail,CATS,105
09/01/2019,BNF,Banff Trail,DOGS,230
09/01/2019,BNK,Bankview,CATS,198
09/01/2019,BNK,Bankview,DOGS,338
09/01/2019,BYV,Bayview,CATS,10
09/01/2019,BYV,Bayview,DOGS,76
09/01/2019,BED,Beddington Heights,CATS,411
09/01/2019,BED,Beddington Heights,DOGS,1025
09/01/2019,BEL,Bel-Aire,CATS,5
09/01/2019,BEL,Bel-Aire,DOGS,50
09/01/2019,BLN,Beltline,CATS,618
09/01/2019,BLN,Beltline,DOGS,1006
09/01/2019,BDO,Bonavista Downs,CATS,50
09/01/2019,BDO,Bonavista Downs,DOGS,149
09/01/2019,BOW,Bowness,CATS,534
09/01/2019,BOW,Bowness,DOGS,1233
09/01/2019,BRA,Braeside,CATS,276
09/01/2019,BRA,Braeside,DOGS,600
09/01/2019,BRE,Brentwood,CATS,360
09/01/2019,BRE,Brentwood,DOGS,718
09/01/2019,BRD,Bridgeland/Riverside,CATS,179
09/01/2019,BRD,Bridgeland/Riverside,DOGS,407
09/01/2019,BRI,Bridlewood,CATS,281
09/01/2019,BRI,Bridlewood,DOGS,782
09/01/2019,BRT,Britannia,CATS,15
09/01/2019,BRT,Britannia,DOGS,109
09/01/2019,BUR,Burns Industrial,DOGS,2
09/01/2019,CIA,Calgary International Airport,CATS,0
09/01/2019,CIA,Calgary International Airport,DOGS,0
09/01/2019,CAM,Cambrian Heights,CATS,77
09/01/2019,CAM,Cambrian Heights,DOGS,214
09/01/2019,CAN,Canyon Meadows,CATS,352
09/01/2019,CAN,Canyon Meadows,DOGS,804
09/01/2019,CAP,Capitol Hill,CATS,138
09/01/2019,CAP,Capitol Hill,DOGS,267
09/01/2019,CAS,Castleridge,CATS,113
09/01/2019,CAS,Castleridge,DOGS,278
09/01/2019,CED,Cedarbrae,CATS,320
09/01/2019,CED,Cedarbrae,DOGS,602
09/01/2019,CHA,Chaparral,CATS,335
09/01/2019,CHA,Chaparral,DOGS,1379
09/01/2019,CHW,Charleswood,CATS,134
09/01/2019,CHW,Charleswood,DOGS,329
09/01/2019,CHN,Chinatown,CATS,6
09/01/2019,CHN,Chinatown,DOGS,1379
09/01/2019,CHK,Chinook Park,CATS,43
09/01/2019,CHK,Chinook Park,DOGS,162
09/01/2019,CHR,Christie Park,CATS,39
09/01/2019,CHR,Christie Park,DOGS,157
09/01/2019,CIT,Citadel,CATS,262
09/01/2019,CIT,Citadel,DOGS,832
09/01/2019,CLI,Cliff Bungalow,CATS,47
09/01/2019,CLI,Cliff Bungalow,DOGS,93
09/01/2019,COA,Coach Hill,CATS,151
09/01/2019,COA,Coach Hill,DOGS,306
09/01/2019,COL,Collingwood,CATS,58
09/01/2019,COL,Collingwood,DOGS,249
09/01/2019,CPF,Copperfield,CATS,460
09/01/2019,CPF,Copperfield,DOGS,1181
09/01/2019,COR,Coral Springs,CATS,48
09/01/2019,COR,Coral Springs,DOGS,204
09/01/2019,CGR,Cougar Ridge,CATS,178
09/01/2019,CGR,Cougar Ridge,DOGS,520
09/01/2019,CHV,Country Hills Village,CATS,65
09/01/2019,CHV,Country Hills Village,DOGS,98
09/01/2019,COU,Country Hills,CATS,91
09/01/2019,COU,Country Hills,DOGS,219
09/01/2019,COV,Coventry Hills,CATS,471
09/01/2019,COV,Coventry Hills,DOGS,1409
09/01/2019,CRA,Cranston,CATS,519
09/01/2019,CRA,Cranston,DOGS,1806
09/01/2019,CRE,Crescent Heights,CATS,211
09/01/2019,CRE,Crescent Heights,DOGS,406
09/01/2019,CRM,Crestmont,CATS,32
09/01/2019,CRM,Crestmont,DOGS,169
09/01/2019,CUR,Currie Barracks,CATS,26
09/01/2019,CUR,Currie Barracks,DOGS,80
09/01/2019,DAL,Dalhousie,CATS,268
09/01/2019,DAL,Dalhousie,DOGS,584
09/01/2019,DRG,Deer Ridge,CATS,219
09/01/2019,DRG,Deer Ridge,DOGS,489
09/01/2019,DRN,Deer Run,CATS,263
09/01/2019,DRN,Deer Run,DOGS,667
09/01/2019,DBC,Deerfoot Business Centre,CATS,0
09/01/2019,DBC,Deerfoot Business Centre,DOGS,21
09/01/2019,DIA,Diamond Cove,CATS,22
09/01/2019,DIA,Diamond Cove,DOGS,78
09/01/2019,DIS,Discovery Ridge,CATS,107
09/01/2019,DIS,Discovery Ridge,DOGS,374
09/01/2019,DDG,Douglasdale/Glen,CATS,445
09/01/2019,DDG,Douglasdale/Glen,DOGS,1354
09/01/2019,DOV,Dover,CATS,432
09/01/2019,DOV,Dover,DOGS,931
09/01/2019,DNC,Downtown Commercial Core,CATS,139
09/01/2019,DNC,Downtown Commercial Core,DOGS,96
09/01/2019,DNE,Downtown East Village,CATS,54
09/01/2019,DNE,Downtown East Village,DOGS,103
09/01/2019,DNW,Downtown West End,CATS,43
09/01/2019,DNW,Downtown West End,DOGS,54
09/01/2019,EAG,Eagle Ridge,CATS,8
09/01/2019,EAG,Eagle Ridge,DOGS,33
09/01/2019,EFV,East Fairview Industrial,CATS,0
09/01/2019,EFV,East Fairview Industrial,DOGS,0
09/01/2019,ESH,East Shepard Industrial,CATS,2
09/01/2019,ESH,East Shepard Industrial,DOGS,18
09/01/2019,EFI,Eastfield,CATS,1
09/01/2019,EAU,Eau Claire,CATS,26
09/01/2019,EAU,Eau Claire,DOGS,36
09/01/2019,EDG,Edgemont,CATS,280
09/01/2019,EDG,Edgemont,DOGS,934
09/01/2019,EPK,Elbow Park,CATS,73
09/01/2019,EPK,Elbow Park,DOGS,396
09/01/2019,EYA,Elboya,CATS,45
09/01/2019,EYA,Elboya,DOGS,186
09/01/2019,ERI,Erin Woods,CATS,251
09/01/2019,ERI,Erin Woods,DOGS,537
09/01/2019,ERL,Erlton,CATS,49
09/01/2019,ERL,Erlton,DOGS,86
09/01/2019,EVN,Evanston,CATS,260
09/01/2019,EVN,Evanston,DOGS,1058
09/01/2019,EVE,Evergreen,CATS,511
09/01/2019,EVE,Evergreen,DOGS,1361
09/01/2019,FVI,Fairview Industrial,CATS,0
09/01/2019,FVI,Fairview Industrial,DOGS,4
09/01/2019,FAI,Fairview,CATS,155
09/01/2019,FAI,Fairview,DOGS,409
09/01/2019,FAL,Falconridge,CATS,264
09/01/2019,FAL,Falconridge,DOGS,584
09/01/2019,FHI,Foothills,CATS,131
09/01/2019,FHI,Foothills,DOGS,143
09/01/2019,FHT,Forest Heights,CATS,137
09/01/2019,FHT,Forest Heights,DOGS,358
09/01/2019,FLI,Forest Lawn Industrial,CATS,4
09/01/2019,FLI,Forest Lawn Industrial,DOGS,13
09/01/2019,FLN,Forest Lawn,CATS,235
09/01/2019,FLN,Forest Lawn,DOGS,510
09/01/2019,GAW,Garrison Woods,CATS,54
09/01/2019,GAW,Garrison Woods,DOGS,224
09/01/2019,GLA,Glamorgan,CATS,287
09/01/2019,GLA,Glamorgan,DOGS,529
09/01/2019,GBK,Glenbrook,CATS,257
09/01/2019,GBK,Glenbrook,DOGS,502
09/01/2019,GDL,Glendale,CATS,103
09/01/2019,GDL,Glendale,DOGS,279
09/01/2019,GBP,Glendeer Business Park,CATS,0
09/01/2019,GBP,Glendeer Business Park,DOGS,0
09/01/2019,GTI,Golden Triangle,CATS,0
09/01/2019,GTI,Golden Triangle,DOGS,0
09/01/2019,GPI,Great Plains,CATS,0
09/01/2019,GPI,Great Plains,DOGS,0
09/01/2019,GRI,Greenview Industrial Park,CATS,0
09/01/2019,GRI,Greenview Industrial Park,DOGS,3
09/01/2019,GRV,Greenview,CATS,107
09/01/2019,GRV,Greenview,DOGS,98
09/01/2019,GRE,Greenwood/Greenbriar,CATS,74
09/01/2019,GRE,Greenwood/Greenbriar,DOGS,128
09/01/2019,HAM,Hamptons,CATS,82
09/01/2019,HAM,Hamptons,DOGS,328
09/01/2019,HAR,Harvest Hills,CATS,222
09/01/2019,HAR,Harvest Hills,DOGS,669
09/01/2019,HAW,Hawkwood,CATS,278
09/01/2019,HAW,Hawkwood,DOGS,774
09/01/2019,HAY,Haysboro,CATS,298
09/01/2019,HAY,Haysboro,DOGS,599
09/01/2019,HID,Hidden Valley,CATS,356
09/01/2019,HID,Hidden Valley,DOGS,1063
09/01/2019,HIF,Highfield,CATS,0
09/01/2019,HIF,Highfield,DOGS,0
09/01/2019,HPK,Highland Park,CATS,131
09/01/2019,HPK,Highland Park,DOGS,258
09/01/2019,HIW,Highwood,CATS,85
09/01/2019,HIW,Highwood,DOGS,226
09/01/2019,HIL,Hillhurst,CATS,194
09/01/2019,HIL,Hillhurst,DOGS,403
09/01/2019,HOR,Horizon,CATS,0
09/01/2019,HOR,Horizon,DOGS,9
09/01/2019,HOU,Hounsfield Heights/Briar Hill,CATS,62
09/01/2019,HOU,Hounsfield Heights/Briar Hill,DOGS,160
09/01/2019,HUN,Huntington Hills,CATS,523
09/01/2019,HUN,Huntington Hills,DOGS,1110
09/01/2019,ING,Inglewood,CATS,239
09/01/2019,ING,Inglewood,DOGS,544
09/01/2019,KEL,Kelvin Grove,CATS,79
09/01/2019,KEL,Kelvin Grove,DOGS,126
09/01/2019,KIL,Killarney/Glengarry,CATS,269
09/01/2019,KIL,Killarney/Glengarry,DOGS,618
09/01/2019,KCA,Kincora,CATS,112
09/01/2019,KCA,Kincora,DOGS,354
09/01/2019,KIN,Kingsland,CATS,146
09/01/2019,KIN,Kingsland,DOGS,231
09/01/2019,LKB,Lake Bonavista,CATS,325
09/01/2019,LKB,Lake Bonavista,DOGS,1058
09/01/2019,LKV,Lakeview,CATS,226
09/01/2019,LKV,Lakeview,DOGS,618
09/01/2019,LEG,Legacy,CATS,143
09/01/2019,LEG,Legacy,DOGS,426
09/01/2019,LPK,Lincoln Park,CATS,47
09/01/2019,LPK,Lincoln Park,DOGS,67
09/01/2019,LMR,Lower Mount Royal,CATS,108
09/01/2019,LMR,Lower Mount Royal,DOGS,133
09/01/2019,MAC,Macewan Glen,CATS,186
09/01/2019,MAC,Macewan Glen,DOGS,505
09/01/2019,MAH,Mahogany,CATS,241
09/01/2019,MAH,Mahogany,DOGS,917
09/01/2019,MNI,Manchester Industrial,CATS,2
09/01/2019,MNI,Manchester Industrial,DOGS,22
09/01/2019,MAN,Manchester,CATS,19
09/01/2019,MAN,Manchester,DOGS,22
09/01/2019,MPL,Maple Ridge,CATS,87
09/01/2019,MPL,Maple Ridge,DOGS,250
09/01/2019,MPK,Marlborough Park,CATS,247
09/01/2019,MPK,Marlborough Park,DOGS,584
09/01/2019,MRL,Marlborough,CATS,226
09/01/2019,MRL,Marlborough,DOGS,475
09/01/2019,MRT,Martindale,CATS,221
09/01/2019,MRT,Martindale,DOGS,478
09/01/2019,MAF,Mayfair,CATS,13
09/01/2019,MAF,Mayfair,DOGS,64
09/01/2019,MAL,Mayland Heights,CATS,192
09/01/2019,MAL,Mayland Heights,DOGS,471
09/01/2019,MLI,Mayland,CATS,1
09/01/2019,MLI,Mayland,DOGS,0
09/01/2019,MCI,Mccall,CATS,1
09/01/2019,MCI,Mccall,DOGS,1
09/01/2019,MCK,Mckenzie Lake,CATS,531
09/01/2019,MCK,Mckenzie Lake,DOGS,1553
09/01/2019,MCT,Mckenzie Towne,CATS,668
09/01/2019,MCT,Mckenzie Towne,DOGS,1867
02/01/2019,HAW,Hawkwood,DOGS,795
09/01/2019,MEA,Meadowlark Park,CATS,25
09/01/2019,MEA,Meadowlark Park,DOGS,73
09/01/2019,MER,Meridian,CATS,1
09/01/2019,MER,Meridian,DOGS,1
09/01/2019,MID,Midnapore,CATS,276
09/01/2019,MID,Midnapore,DOGS,611
09/01/2019,MLR,Millrise,CATS,201
09/01/2019,MLR,Millrise,DOGS,483
09/01/2019,MIS,Mission,CATS,133
09/01/2019,MIS,Mission,DOGS,199
09/01/2019,MOR,Monterey Park,CATS,143
09/01/2019,MOR,Monterey Park,DOGS,360
09/01/2019,MON,Montgomery,CATS,157
09/01/2019,MON,Montgomery,DOGS,373
09/01/2019,MOP,Mount Pleasant,CATS,224
09/01/2019,MOP,Mount Pleasant,DOGS,481
09/01/2019,NEB,New Brighton,CATS,312
09/01/2019,NEB,New Brighton,DOGS,1066
09/01/2019,NOL,Nolan Hill,CATS,105
09/01/2019,NOL,Nolan Hill,DOGS,320
09/01/2019,NAW,North Airways,CATS,0
09/01/2019,NAW,North Airways,DOGS,0
09/01/2019,NGM,North Glenmore Park,CATS,80
09/01/2019,NGM,North Glenmore Park,DOGS,275
09/01/2019,NHU,North Haven Upper,CATS,21
09/01/2019,NHU,North Haven Upper,DOGS,85
09/01/2019,NHV,North Haven,CATS,79
09/01/2019,NHV,North Haven,DOGS,202
09/01/2019,OAK,Oakridge,CATS,244
09/01/2019,OAK,Oakridge,DOGS,596
09/01/2019,OSH,Ogden Shops,CATS,0
09/01/2019,OSH,Ogden Shops,DOGS,0
09/01/2019,OGD,Ogden,CATS,465
09/01/2019,OGD,Ogden,DOGS,1005
09/01/2019,PAL,Palliser,CATS,157
09/01/2019,PAL,Palliser,DOGS,268
09/01/2019,PAN,Panorama Hills,CATS,330
09/01/2019,PAN,Panorama Hills,DOGS,1085
09/01/2019,PKD,Parkdale,CATS,74
09/01/2019,PKD,Parkdale,DOGS,189
09/01/2019,PKH,Parkhill,CATS,53
09/01/2019,PKH,Parkhill,DOGS,171
09/01/2019,PKL,Parkland,CATS,135
09/01/2019,PKL,Parkland,DOGS,453
09/01/2019,PAT,Patterson,CATS,126
09/01/2019,PAT,Patterson,DOGS,311
09/01/2019,PEG,Pegasus,CATS,0
09/01/2019,PEG,Pegasus,DOGS,0
09/01/2019,PEN,Penbrooke Meadows,CATS,243
09/01/2019,PEN,Penbrooke Meadows,DOGS,574
09/01/2019,PIN,Pineridge,CATS,323
09/01/2019,PIN,Pineridge,DOGS,574
09/01/2019,POI,Point Mckay,CATS,63
09/01/2019,POI,Point Mckay,DOGS,128
09/01/2019,PUM,Pump Hill,CATS,23
09/01/2019,PUM,Pump Hill,DOGS,105
09/01/2019,QPK,Queens Park Village,CATS,16
09/01/2019,QPK,Queens Park Village,DOGS,14
09/01/2019,QLD,Queensland,CATS,209
09/01/2019,QLD,Queensland,DOGS,539
09/01/2019,RAM,Ramsay,CATS,126
09/01/2019,RAM,Ramsay,DOGS,211
09/01/2019,RAN,Ranchlands,CATS,355
09/01/2019,RAN,Ranchlands,DOGS,677
09/01/2019,RED,Red Carpet,CATS,84
09/01/2019,RED,Red Carpet,DOGS,108
09/01/2019,REN,Renfrew,CATS,268
09/01/2019,REN,Renfrew,DOGS,538
09/01/2019,RIC,Richmond,CATS,161
09/01/2019,RIC,Richmond,DOGS,469
09/01/2019,RID,Rideau Park,CATS,18
09/01/2019,RID,Rideau Park,DOGS,55
09/01/2019,RIV,Riverbend,CATS,402
09/01/2019,RIV,Riverbend,DOGS,1116
09/01/2019,ROC,Rocky Ridge,CATS,233
09/01/2019,ROC,Rocky Ridge,DOGS,618
09/01/2019,RDL,Rosedale,CATS,53
09/01/2019,RDL,Rosedale,DOGS,148
09/01/2019,RMT,Rosemont,CATS,44
09/01/2019,RMT,Rosemont,DOGS,87
09/01/2019,RCK,Rosscarrock,CATS,87
09/01/2019,RCK,Rosscarrock,DOGS,174
09/01/2019,ROX,Roxboro,CATS,12
09/01/2019,ROX,Roxboro,DOGS,47
09/01/2019,ROY,Royal Oak,CATS,287
09/01/2019,ROY,Royal Oak,DOGS,810
09/01/2019,RYV,Royal Vista,CATS,0
09/01/2019,RYV,Royal Vista,DOGS,0
09/01/2019,RUN,Rundle,CATS,229
09/01/2019,RUN,Rundle,DOGS,461
09/01/2019,RUT,Rutland Park,CATS,108
09/01/2019,RUT,Rutland Park,DOGS,193
09/01/2019,SRI,Saddle Ridge Industrial,CATS,0
09/01/2019,SRI,Saddle Ridge Industrial,DOGS,3
09/01/2019,SAD,Saddle Ridge,CATS,85
09/01/2019,SAD,Saddle Ridge,DOGS,292
09/01/2019,SGH,Sage Hill,CATS,159
09/01/2019,SGH,Sage Hill,DOGS,533
09/01/2019,SAN,Sandstone Valley,CATS,125
09/01/2019,SAN,Sandstone Valley,DOGS,393
09/01/2019,SCA,Scarboro,CATS,35
09/01/2019,SCA,Scarboro,DOGS,111
09/01/2019,SSW,Scarboro/ Sunalta West,CATS,12
09/01/2019,SSW,Scarboro/ Sunalta West,DOGS,46
09/01/2019,SCE,Scenic Acres,CATS,248
09/01/2019,SCE,Scenic Acres,DOGS,807
09/01/2019,S23,Section 23,CATS,0
09/01/2019,S23,Section 23,DOGS,0
09/01/2019,SET,Seton,CATS,12
09/01/2019,SET,Seton,DOGS,53
09/01/2019,SHG,Shaganappi,CATS,45
09/01/2019,SHG,Shaganappi,DOGS,130
09/01/2019,SHS,Shawnee Slopes,CATS,39
09/01/2019,SHS,Shawnee Slopes,DOGS,127
09/01/2019,SHN,Shawnessy,CATS,337
09/01/2019,SHN,Shawnessy,DOGS,805
09/01/2019,SHI,Shepard Industrial,CATS,22
09/01/2019,SHI,Shepard Industrial,DOGS,29
09/01/2019,SHW,Sherwood,CATS,77
09/01/2019,SHW,Sherwood,DOGS,194
09/01/2019,SIG,Signal Hill,CATS,316
09/01/2019,SIG,Signal Hill,DOGS,931
09/01/2019,SIL,Silver Springs,CATS,336
09/01/2019,SIL,Silver Springs,DOGS,901
09/01/2019,SVO,Silverado,CATS,172
09/01/2019,SVO,Silverado,DOGS,495
09/01/2019,SKE,Skyline East,CATS,0
09/01/2019,SKE,Skyline East,DOGS,0
09/01/2019,SKW,Skyline West,CATS,0
09/01/2019,SKW,Skyline West,DOGS,1
09/01/2019,SKR,Skyview Ranch,CATS,164
09/01/2019,SKR,Skyview Ranch,DOGS,382
09/01/2019,SOM,Somerset,CATS,235
09/01/2019,SOM,Somerset,DOGS,592
09/01/2019,SAW,South Airways,CATS,0
09/01/2019,SAW,South Airways,DOGS,1
09/01/2019,SOC,South Calgary,CATS,127
09/01/2019,SOC,South Calgary,DOGS,367
09/01/2019,SFH,South Foothills,CATS,0
09/01/2019,SFH,South Foothills,DOGS,2
09/01/2019,SOV,Southview,CATS,79
09/01/2019,SOV,Southview,DOGS,191
09/01/2019,SOW,Southwood,CATS,241
09/01/2019,SOW,Southwood,DOGS,549
09/01/2019,SPH,Springbank Hill,CATS,179
08/01/2021,PAT,Patterson,DOGS,310
09/01/2019,SPH,Springbank Hill,DOGS,694
09/01/2019,SPR,Spruce Cliff,CATS,154
09/01/2019,SPR,Spruce Cliff,DOGS,244
09/01/2019,STA,St. Andrews Heights,CATS,31
09/01/2019,STA,St. Andrews Heights,DOGS,46
09/01/2019,STD,Starfield,CATS,0
09/01/2019,STD,Starfield,DOGS,0
09/01/2019,ST1,Stoney 1,CATS,0
09/01/2019,ST1,Stoney 1,DOGS,0
09/01/2019,ST2,Stoney 2,CATS,0
09/01/2019,ST2,Stoney 2,DOGS,0
09/01/2019,ST3,Stoney 3,CATS,0
09/01/2019,ST3,Stoney 3,DOGS,0
09/01/2019,ST4,Stoney 4,CATS,0
09/01/2019,ST4,Stoney 4,DOGS,0
09/01/2019,STR,Strathcona Park,CATS,185
09/01/2019,STR,Strathcona Park,DOGS,610
09/01/2019,SNA,Sunalta,CATS,111
09/01/2019,SNA,Sunalta,DOGS,157
09/01/2019,SDC,Sundance,CATS,385
09/01/2019,SDC,Sundance,DOGS,1094
09/01/2019,SSD,Sunnyside,CATS,189
09/01/2019,SSD,Sunnyside,DOGS,235
09/01/2019,SUN,Sunridge,CATS,2
09/01/2019,SUN,Sunridge,DOGS,2
09/01/2019,TAR,Taradale,CATS,149
09/01/2019,TAR,Taradale,DOGS,364
09/01/2019,TEM,Temple,CATS,259
09/01/2019,TEM,Temple,DOGS,763
09/01/2019,THO,Thorncliffe,CATS,316
09/01/2019,THO,Thorncliffe,DOGS,738
09/01/2019,TUS,Tuscany,DOGS,1861
09/01/2019,TUX,Tuxedo Park,CATS,157
09/01/2019,TUX,Tuxedo Park,DOGS,404
09/01/2019,UNI,University Heights,CATS,98
09/01/2019,UNI,University Heights,DOGS,149
09/01/2019,UOC,University Of Calgary,CATS,0
09/01/2019,UOC,University Of Calgary,DOGS,0
09/01/2019,UMR,Upper Mount Royal,CATS,94
09/01/2019,UMR,Upper Mount Royal,DOGS,294
09/01/2019,VAL,Valley Ridge,CATS,148
09/01/2019,VAL,Valley Ridge,DOGS,585
09/01/2019,VAF,Valleyfield,CATS,0
09/01/2019,VAF,Valleyfield,DOGS,0
09/01/2019,VAR,Varsity,CATS,351
09/01/2019,VAR,Varsity,DOGS,766
09/01/2019,VIS,Vista Heights,CATS,70
09/01/2019,VIS,Vista Heights,DOGS,129
09/01/2019,WAL,Walden,CATS,135
